,# of evaluations,epsilon,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15
68,68,0.04509537073905774,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
69,69,0.04509537077309818,3.5795298891817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
70,70,0.04509537053644158,3.5795298791817944,5.20985658198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
71,71,0.04509537072172733,3.5795298791817944,5.20985657198487,3.090427436734758,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
72,72,0.04509537056591717,3.5795298791817944,5.20985657198487,3.0904274267347582,3.960216177685618,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
73,73,0.04509537060185914,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653895786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
74,74,0.04509537059017335,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491250555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
75,75,0.04509537060357635,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.5505287898931925,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
76,76,0.04509537036846034,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292277370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
77,77,0.04509537073905774,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447994080797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
78,78,0.04509537073905774,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645826067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
79,79,0.04509537073905774,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716449216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
80,80,0.04509537073905774,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758248252907,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
81,81,0.04509537073905774,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.5766234027801875,1.7277750325839762,3.157425451107063,2.1870685108068004
82,82,0.04509537073905774,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750425839762,3.157425451107063,2.1870685108068004
83,83,0.04509537073905774,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425461107063,2.1870685108068004
84,84,0.04509537073905774,3.5795298791817944,5.20985657198487,3.0904274267347582,3.9602161676856182,5.334653885786649,4.495491240555321,5.550528779893193,4.035292267370771,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685208068004
85,85,0.02882809774313593,3.5445298695371856,5.47842912062681,3.110774959997255,4.2558452636643995,5.180907196731608,4.636330992190523,5.4511602347369,4.587463436984526,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
86,86,0.028828097755005905,3.5445298795371856,5.47842912062681,3.110774959997255,4.2558452636643995,5.180907196731608,4.636330992190523,5.4511602347369,4.587463436984526,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
87,87,0.028828097686545727,3.5445298695371856,5.47842913062681,3.110774959997255,4.2558452636643995,5.180907196731608,4.636330992190523,5.4511602347369,4.587463436984526,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
88,88,0.028828097678687686,3.5445298695371856,5.47842912062681,3.110774969997255,4.2558452636643995,5.180907196731608,4.636330992190523,5.4511602347369,4.587463436984526,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
89,89,0.028828097777302164,3.5445298695371856,5.47842912062681,3.110774959997255,4.2558452736643995,5.180907196731608,4.636330992190523,5.4511602347369,4.587463436984526,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
90,90,0.028828097638350238,3.5445298695371856,5.47842912062681,3.110774959997255,4.2558452636643995,5.180907206731608,4.636330992190523,5.4511602347369,4.587463436984526,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
91,91,0.028828097728345943,3.5445298695371856,5.47842912062681,3.110774959997255,4.2558452636643995,5.180907196731608,4.636331002190523,5.4511602347369,4.587463436984526,3.0447993980797716,0.5482645726067769,2.459716439216712,3.3374758148252908,5.576623392780188,1.7277750325839762,3.157425451107063,2.1870685108068004
